id_1,id_2,score,edge_type
2698,4478,0.017288969516726,ingr-ingr
3485,4472,0.0664303210606818,ingr-ingr
6854,6909,0.0939622111271193,ingr-ingr
3074,3346,0.2198098803093923,ingr-ingr
2249,6709,0.2209866658110802,ingr-ingr
3058,6129,0.1465349534607727,ingr-ingr
4516,5006,0.1479636542695742,ingr-ingr
1786,2501,0.3526752095816853,ingr-ingr
2960,3854,0.2864698346820372,ingr-ingr
6087,6396,0.3278179879231258,ingr-ingr
267,687,0.0967430355255405,ingr-ingr
2188,3836,0.0102020880048551,ingr-ingr
1969,3492,0.1845770144058622,ingr-ingr
139,4144,0.2699143864400775,ingr-ingr
909,4620,0.1068508923406697,ingr-ingr
2390,6594,0.3272886340184719,ingr-ingr
1595,1646,0.2717067361366232,ingr-ingr
2310,6758,0.216925032432232,ingr-ingr
2196,2242,0.2020713596572818,ingr-ingr
2481,2539,0.250883246438481,ingr-ingr
2543,6489,0.1635162560692972,ingr-ingr
1041,2570,0.0821881124316202,ingr-ingr
5608,6355,0.0262531151551264,ingr-ingr
94,2218,0.1244429433611141,ingr-ingr
1005,3657,0.0970473011915443,ingr-ingr
2468,3266,0.1581870326978554,ingr-ingr
541,4071,0.152147439040057,ingr-ingr
1148,5587,0.1833584241348667,liqr-ingr
1216,1344,0.192424832531743,ingr-ingr
3224,4764,0.0396660120269478,ingr-ingr
507,5816,0.1999703734964016,ingr-ingr
3279,5310,0.0909173647321454,ingr-ingr
521,6787,0.0357484153889595,liqr-ingr
1069,4677,0.3156312635645359,liqr-ingr
2813,6743,0.137838586798256,ingr-ingr
302,2689,0.2299560196382009,ingr-ingr
2492,2971,0.2332517980423708,ingr-ingr
2156,4221,0.2001993309970022,ingr-ingr
270,1514,0.1926189898427068,ingr-ingr
4204,5249,0.0156804663255704,ingr-ingr
1041,3164,0.1759180749220872,ingr-ingr
3016,6017,0.0456424584025158,ingr-ingr
2813,3706,0.1367078130465718,ingr-ingr
5603,7006,0.3416443607123455,ingr-ingr
3364,4478,0.0094182118121599,ingr-ingr
2545,4472,0.1246122732322895,ingr-ingr
770,6297,0.1937938907753356,ingr-ingr
2844,5818,0.3401677900910199,liqr-ingr
1625,2467,0.1744309552012664,ingr-ingr
6203,6550,0.2347463587104941,ingr-ingr
162,5850,0.1357764684089449,ingr-ingr
294,531,0.1276850879341075,ingr-ingr
1595,6522,0.1159456874913306,ingr-ingr
2916,5891,0.1842650226280683,ingr-ingr
1644,6720,0.3309478313594623,ingr-ingr
740,5682,0.238002717966274,ingr-ingr
4491,5634,0.1699338436327394,ingr-ingr
568,656,0.0825130831713974,ingr-ingr
302,2392,0.2286660423398068,ingr-ingr
1682,6854,0.1911529023186966,ingr-ingr
499,716,0.0248885688472862,ingr-ingr
316,6733,0.142903185254121,ingr-ingr
2065,3118,0.2014953492754101,ingr-ingr
1142,6933,0.2532551640620526,ingr-ingr
402,1047,0.1996206776617568,ingr-ingr
2438,6908,0.5193471442336881,ingr-ingr
2522,3990,0.1390734107419127,ingr-ingr
2476,3231,0.2034247667188577,ingr-ingr
852,3765,0.2677784186678623,ingr-ingr
3080,6022,0.2009570542531666,ingr-ingr
341,3164,0.1961391055932416,ingr-ingr
4286,6427,0.2536318905281042,ingr-ingr
4900,4903,0.3036365822956582,ingr-ingr
1697,5462,0.2201181830924139,ingr-ingr
790,4076,0.1273301050320163,ingr-ingr
5608,5995,0.0315614795231062,ingr-ingr
797,960,0.0655919552289876,ingr-ingr
632,7043,0.2645389869969652,ingr-ingr
3112,3666,0.2007896645226112,ingr-ingr
1020,2011,0.2029576654567503,ingr-ingr
4817,6711,0.0665430163493456,ingr-ingr
2057,2789,0.2910143245455384,ingr-ingr
3723,6322,0.1950375853379949,ingr-ingr
2199,3442,0.1908109073729047,ingr-ingr
1631,2790,0.2322639372047469,ingr-ingr
4343,4944,0.1457522638502743,ingr-ingr
4438,6904,0.098133927350928,ingr-ingr
2398,6574,0.0444288881399914,ingr-ingr
497,2283,0.1569562950085653,ingr-ingr
1901,7035,0.1050100714599749,ingr-ingr
4304,5953,0.4808223799657349,ingr-ingr
5917,6327,0.3285991962799081,ingr-ingr
3821,7101,0.1227383162273236,ingr-ingr
4545,6238,0.1592749506835634,ingr-ingr
3793,4719,0.1194695015149957,ingr-ingr
3387,4602,0.1142771419850375,ingr-ingr
3071,3429,0.070840126481078,ingr-ingr
2504,5136,0.1636826706027851,ingr-ingr
1041,3905,0.0862630442230121,ingr-ingr
4222,4733,0.0898194463000877,ingr-ingr
1193,5790,0.1585095036670857,ingr-ingr
1362,3883,0.2326353828928628,ingr-ingr
3020,4944,0.1420227421474192,ingr-ingr
800,6409,0.108112158936732,ingr-ingr
1263,4005,0.2306876200567093,ingr-ingr
4341,5997,0.1083618740998255,ingr-ingr
4802,6545,0.2644905510686858,ingr-ingr
94,6572,0.2083995219630598,ingr-ingr
329,960,0.1457732248025246,ingr-ingr
336,2020,0.4151554885922289,ingr-ingr
238,2372,0.2711883855410376,ingr-ingr
794,982,0.3885754991526794,ingr-ingr
3616,3629,0.2935093900096415,ingr-ingr
1602,5156,0.3305943213157775,ingr-ingr
5750,6227,0.284112030379253,ingr-ingr
2406,3522,0.3585731812109217,ingr-ingr
2450,6504,0.1699494165797987,ingr-ingr
1493,6476,0.1812063940223423,ingr-ingr
2391,6290,0.1949033562651003,ingr-ingr
1931,4939,0.2785066037242677,ingr-ingr
2310,2315,0.3354647315003365,ingr-ingr
3512,4582,0.2578737940123886,ingr-ingr
1972,6430,0.1814325085941186,ingr-ingr
160,5137,0.1560279202674888,ingr-ingr
4335,6450,0.1463188866243512,ingr-ingr
130,4172,0.3318045264699045,ingr-ingr
5027,5031,0.1195656257324043,ingr-ingr
3069,3172,0.3635157760877816,ingr-ingr
3063,3090,0.335876662220512,ingr-ingr
2160,6022,0.2586492659607635,ingr-ingr
882,2253,0.100835996488446,ingr-ingr
1787,4367,0.3345816030149676,ingr-ingr
1861,5644,0.2508840416331113,ingr-ingr
1368,3536,0.0420277255759588,ingr-ingr
3144,5267,0.1088704615735208,ingr-ingr
1309,2945,0.1451267372078774,ingr-ingr
1594,2814,0.1379023437691856,ingr-ingr
341,5552,0.2045948226290214,ingr-ingr
485,5264,0.2192889444021344,ingr-ingr
3697,5614,0.0668273399376882,ingr-ingr
1447,6711,0.0693243268315975,ingr-ingr
2348,6115,0.1296715212802711,ingr-ingr
4048,5745,0.3195282225625596,ingr-ingr
1293,4716,0.1390988599652232,ingr-ingr
2503,7072,0.072175016497788,ingr-ingr
82,6636,0.0976075881503716,ingr-ingr
2837,5952,0.221758909375583,ingr-ingr
854,1681,0.113329027072289,ingr-ingr
1892,5969,0.1864473310036458,ingr-ingr
210,1220,0.278653099524592,ingr-ingr
4604,6115,0.4555310144162808,ingr-ingr
4024,5785,0.3941350483085506,ingr-ingr
1904,5600,0.2462251427727432,ingr-ingr
1626,2801,0.0568093547364366,ingr-ingr
5608,5958,0.0482169269771466,ingr-ingr
4076,5729,0.107409886871999,ingr-ingr
5057,5151,0.0831684761586821,ingr-ingr
5696,5750,0.2548291312756249,ingr-ingr
341,1679,0.1790527792238055,ingr-ingr
55,1969,0.221315123066387,ingr-ingr
1808,2793,0.1009163235591314,ingr-ingr
4243,4871,0.1586603382888894,ingr-ingr
547,4724,0.152154436471317,ingr-ingr
5248,5666,0.1371793058794304,ingr-ingr
4183,6574,0.0862249346384787,liqr-ingr
